pBrakeF1,rThrottlePedal,vCar
0.1,100,222.7
0.1,100,222.9
0.1,100,223.1
0.1,100,223.2
0.1,100,223.4
0.1,100,223.6
0.1,100,223.7
0.1,100,223.9
0.1,100,224.1
0.1,100,224.2
0.1,100,224.4
0.1,100,224.6
0.1,100,224.7
0.1,100,224.9
0.1,100,225
0.1,100,225.2
0.1,100,225.4
0.1,100,225.5
0.1,100,225.7
0.1,100,225.9
0.1,100,226
0.1,100,226.2
0.1,100,226.3
0.1,100,226.5
0.1,100,226.7
0.1,100,226.8
0.1,100,227
0.1,100,227.1
0.1,99.9,227.3
0.1,100,227.4
0.1,100,227.6
0.1,100,227.8
0.1,100,227.9
0.1,100,228.1
0.1,100,228.2
0.1,100,228.4
0.1,100,228.5
0.1,99.9,228.7
0.1,100,228.8
0.1,100,229
0.1,100,229.1
0.1,100,229.3
0.1,100,229.4
0.1,100,229.6
0.1,100,229.7
0.1,100,229.9
0.1,100,230
0.1,99.9,230.2
0.1,100,230.3
0.1,100,230.5
0.1,100,230.6
0.1,100,230.7
0.1,100,230.9
0.1,100,231
0.1,100,231.2
0.1,100,231.3
0.1,99.9,231.4
0.1,99.9,231.6
0.1,100,231.7
0.1,100,231.8
0.1,100,232
0.1,100,232.1
0.1,100,232.3
0.1,100,232.4
0.1,100,232.5
0.1,100,232.6
0.1,99.9,232.8
0.1,99.9,232.9
0.1,100,233
0.1,100,233.2
0.1,100,233.3
0.1,100,233.4
0.1,100,233.5
0.1,100,233.7
0.1,100,233.8
0.1,99.9,233.9
0.1,99.9,234
0.1,99.9,234.1
0.1,100,234.3
0.1,100,234.4
0.1,100,234.5
0.1,100,234.6
0.1,100,234.7
0.1,100,234.8
0.1,100,235
0.1,99.9,235.1
0.1,99.9,235.2
0.1,99.9,235.3
0.1,100,235.4
0.1,100,235.5
0.1,100,235.6
0.1,100,235.7
0.1,100,235.8
0.1,100,236
0.1,99.9,236.1
0.1,99.9,236.2
0.1,99.9,236.3
0.1,99.9,236.4
0.1,100,236.5
0.1,100,236.6
0.1,100,236.7
0.1,100,236.8
0.1,100,236.9
0.1,100,237
0.1,99.9,237.1
0.1,99.9,237.2
0.1,99.9,237.3
0.1,99.9,237.4
0.1,99.9,237.5
0.1,99.8,237.6
0.1,99.6,237.7
0.1,99.4,237.7
0.1,99.3,237.8
0.1,99.1,237.9
0.1,98.6,238
0.1,98.2,238.1
0.1,97.7,238.2
0.1,97.2,238.3
0.1,96.6,238.3
0.1,95.9,238.4
0.1,95.1,238.5
0.1,94.4,238.5
0.1,93.6,238.6
0.1,92.8,238.7
0.1,91.1,238.7
0.1,89.4,238.7
0.1,87.7,238.8
0.1,85.5,238.8
0.1,82.9,238.8
0.1,79.2,238.7
0.1,75.5,238.7
0.1,71.7,238.6
0.1,68,238.6
0.1,63.9,238.5
0.1,59.1,238.3
0.1,54.4,238.2
0.1,49.6,238
0.1,44.5,237.8
0.1,39.4,237.6
0.2,34.3,237.3
0.2,29.3,237
0.2,24.2,236.7
0.3,19.3,236.3
0.4,14.8,235.9
0.6,10.3,235.5
0.9,5.9,235
2.2,2.4,234.5
6.2,1.5,233.7
10.5,1.1,233
14.9,0.7,232.2
19.3,0.3,231.4
24.3,0.2,230.4
29.4,0.2,229.3
34.4,0.1,228.1
40.6,0.1,227
46.1,0.1,225
51.1,0.1,222.7
56.1,0.1,220.4
61.2,0.1,218.1
63.8,0.1,215.3
65.8,0.1,212.5
67.8,0.1,209.6
67.7,0.1,206.8
65.9,0.1,204.1
63.4,0.1,201.5
60.9,0.1,198.9
58.3,0.1,196.3
55.9,0.1,193.8
53.5,0.1,191.5
51.1,0.1,189.1
48.8,0.1,186.9
46.7,0.1,184.8
44.8,0.1,182.8
42.9,0.1,180.8
41,0.1,178.8
39.2,0.1,176.8
37.8,0.1,175.1
36.3,0.1,173.3
34.8,0.1,171.5
33.4,0.1,169.9
32.1,0.1,168.4
30.8,0.1,166.9
29.5,0.1,165.3
28.2,0.1,163.8
27,0.2,162.4
25.9,0.2,161.1
24.8,0.2,159.8
23.7,0.2,158.5
22.8,0.2,157.2
21.9,0.2,156.1
21,0.2,155
20.1,0.2,153.8
19.3,0.2,152.7
18.5,0.2,151.6
17.7,0.2,150.6
17,0.2,149.6
16.2,0.2,148.6
15.6,0.3,147.7
15,0.3,146.8
14.4,0.3,146
13.8,0.3,145.1
13.2,0.3,144.2
12.7,0.3,143.4
12.2,0.3,142.6
11.7,0.3,141.8
11.3,0.3,141
11.1,0.3,140.3
11,0.3,139.5
11,0.4,138.8
10.9,0.4,138.1
10.8,0.4,137.3
10.4,0.4,136.6
9.7,0.4,135.9
9.1,0.5,135.3
8.3,0.5,134.6
7.4,0.6,134
7.7,0.6,133.4
8,0.5,132.8
8.3,0.5,132.2
8.6,0.5,131.6
8.6,0.5,131.1
8.4,0.5,130.6
8.2,0.5,130
7.5,0.6,129.5
5.9,0.8,129
4.7,1.5,128.6
3.7,2.4,128.2
2.6,3.3,127.8
1.5,4.1,127.5
0.9,5.1,127.1
0.8,6.3,126.9
0.6,7.5,126.6
0.5,8.5,126.4
0.5,9.3,126.2
0.5,9.7,126
0.4,9.9,125.8
0.4,10.1,125.6
0.4,10.4,125.4
0.4,10.5,125.2
0.4,10.3,125
0.4,10.2,124.8
0.4,10,124.6
0.4,9.8,124.4
0.5,9.7,124.2
0.5,9.5,123.9
0.5,9.3,123.7
0.5,9.1,123.5
0.5,9,123.3
0.5,8.9,123.1
0.5,8.7,122.9
0.5,8.6,122.6
0.5,8.5,122.4
0.5,8.4,122.2
0.5,8.3,122
0.5,8.2,121.7
0.5,8.1,121.5
0.6,8,121.3
0.6,7.8,121.1
0.6,7.6,120.9
0.6,7.4,120.6
0.6,7.4,120.4
0.6,7.5,120.2
0.6,7.6,119.9
0.6,7.8,119.7
0.5,8.2,119.5
0.5,9.3,119.3
0.4,10.4,119.1
0.4,11.7,118.9
0.3,13.6,118.7
0.3,15.4,118.6
0.3,17.3,118.6
0.2,19.1,118.5
0.2,20.9,118.4
0.2,22.3,118.4
0.2,23.5,118.4
0.2,24.7,118.4
0.2,25.8,118.4
0.2,26.6,118.4
0.2,27.1,118.4
0.2,27.7,118.5
0.2,28.2,118.6
0.2,28.7,118.6
0.2,29,118.7
0.2,29.2,118.8
0.2,29.4,118.8
0.2,29.6,118.9
0.1,29.7,119
0.1,29.9,119.1
0.1,30,119.2
0.1,30.2,119.3
0.1,30.4,119.4
0.1,30.7,119.5
0.1,31,119.6
0.1,31.4,119.7
0.1,31.9,119.8
0.1,32.5,120
0.1,33.2,120.1
0.1,34,120.2
0.1,34.7,120.4
0.1,35.5,120.5
0.1,36.4,120.7
0.1,37.3,120.9
0.1,38.2,121.1
0.1,39.2,121.3
0.1,40.1,121.5
0.1,41,121.7
0.1,41.9,121.9
0.1,42.9,122.2
0.1,43.8,122.4
0.1,44.6,122.7
0.1,45.4,122.9
0.1,46.3,123.2
0.1,47.1,123.5
0.1,47.8,123.8
0.1,48.6,124.1
0.1,49.3,124.4
0.1,50,124.7
0.1,50.8,125
0.1,51.5,125.3
0.1,52.2,125.6
0.1,52.9,126
0.1,53.6,126.3
0.1,54.3,126.6
0.1,55.1,127
0.1,55.8,127.4
0.1,56.5,127.7
0.1,57.2,128.1
0.1,58,128.4
0.1,58.8,128.8
0.1,59.5,129.2
0.1,60.3,129.5
0.1,61.1,129.9
0.1,62,130.3
0.1,62.9,130.7
0.1,63.7,131.1
0.1,64.6,131.5
0.1,65.5,131.9
0.1,66.3,132.4
0.1,67.2,132.8
0.1,68,133.2
0.1,68.7,133.6
0.1,69.2,134.1
0.1,69.8,134.5
0.1,70.3,135
0.1,70.9,135.4
0.1,71.5,135.9
0.1,72.2,136.4
0.1,72.9,136.9
0.1,73.5,137.4
0.1,74.4,137.8
0.1,75.4,138.4
0.1,76.5,138.9
0.1,77.6,139.4
0.1,78.7,139.9
0.1,79.8,140.4
0.1,81.1,141
0.1,82.4,141.6
0.1,83.7,142.1
0.1,85.1,142.7
0.1,86.5,143.2
0.1,87.7,143.8
0.1,88.9,144.4
0.1,90.1,145
0.1,91.4,145.6
0.1,92.5,146.2
0.1,93.5,146.8
0.1,94.6,147.4
0.1,95.7,148
0.1,96.8,148.7
0.1,97.5,149.3
0.1,98.2,149.9
0.1,98.9,150.5
0.1,99.6,151.1
0.1,100,151.7
0.1,100,152.4
0.1,100,153
0.1,100,153.6
0.1,100,154.2
0.1,100,154.8
0.1,100,155.4
0.1,100,155.9
0.1,100,156.5
0.1,100,157.1
0.1,100,157.7
0.1,100,158.2
0.1,100,158.8
0.1,100,159.4
0.1,100,159.9
0.1,100,160.5
0.1,100,161
0.1,100,161.6
0.1,100,162.1
0.1,100,162.7
0.1,100,163.2
0.1,100,163.8
0.1,100,164.3
0.1,100,164.9
0.1,100,165.4
0.1,100,166
0.1,100,166.5
0.1,100,167
0.1,100,167.6
0.1,100,168.1
0.1,100,168.6
0.1,100,169.2
0.1,100,169.7
0.1,100,170.2
0.1,100,170.7
0.1,100,171.2
0.1,100,171.7
0.1,100,172.2
0.1,100,172.7
0.1,100,173.2
0.1,100,173.6
0.1,100,174.1
0.1,100,174.6
0.1,100,175
0.1,100,175.5
0.1,100,176
0.1,100,176.4
0.1,100,176.9
0.1,100,177.3
0.1,100,177.8
0.1,100,178.2
0.1,100,178.6
0.1,100,179.1
0.1,100,179.5
0.1,100,179.9
0.1,100,180.4
0.1,100,180.8
0.1,100,181.2
0.1,100,181.6
0.1,100,182
0.1,100,182.5
0.1,100,182.9
0.1,100,183.3
0.1,100,183.7
0.1,100,184.1
0.1,100,184.5
0.1,100,184.9
0.1,100,185.3
0.1,100,185.7
0.1,100,186.1
0.1,100,186.4
0.1,100,186.8
0.1,100,187.2
0.1,100,187.6
0.1,100,188
0.1,100,188.4
0.1,100,188.8
0.1,100,189.1
0.1,99.9,189.5
0.1,100,189.9
0.1,100,190.3
0.1,100,190.7
0.1,100,191
0.1,100,191.4
0.1,100,191.8
0.1,100,192.2
0.1,100,192.6
0.1,99.9,192.9
0.1,99.9,193.3
0.1,100,193.7
0.1,100,194.1
0.1,100,194.4
0.1,100,194.8
0.1,100,195.2
0.1,100,195.6
0.1,100,195.9
0.1,99.9,196.3
0.1,99.9,196.7
0.1,99.9,197
0.1,100,197.4
0.1,100,197.7
0.1,100,198.1
0.1,100,198.4
0.1,100,198.8
0.1,100,199.1
0.1,99.9,199.5
0.1,99.9,199.8
0.1,99.9,200.2
0.1,100,200.5
0.1,100,200.8
0.1,100,201.2
0.1,100,201.5
0.1,100,201.8
0.1,100,202.2
0.1,99.9,202.5
0.1,99.9,202.8
0.1,99.9,203.1
0.1,99.9,203.5
0.1,100,203.8
0.1,99.9,204.1
0.1,99.8,204.4
0.1,99.8,204.7
0.1,99.7,205
0.1,99.5,205.3
0.1,99.1,205.6
0.1,98.7,205.9
0.1,98.2,206.2
0.1,97.6,206.5
0.1,96.9,206.8
0.1,96,207.1
0.1,95.1,207.3
0.1,94.2,207.6
0.1,93.3,207.9
0.1,91.5,208.1
0.1,89.2,208.3
0.1,87,208.5
0.1,84.5,208.7
0.1,81.1,208.9
0.1,76.7,209
0.1,72.1,209.1
0.1,67.5,209.2
0.1,63,209.3
0.1,58,209.3
0.1,52.5,209.2
0.1,47,209.2
0.1,41.5,209.1
0.1,36.2,209
0.2,30.6,208.8
0.3,24.9,208.6
0.3,19.2,208.3
0.4,13.4,208.1
1.8,9.2,207.7
3.8,5.6,207.3
5.8,2,206.9
11.4,0.5,206.5
19.2,0.3,205.5
27.3,0.2,203.8
35.5,0.2,202.1
43.6,0.1,200.3
50.5,0.1,198.2
56.4,0.1,195.6
62.3,0.1,193
67.3,0.1,190.4
70,0.1,187.7
70.3,0.1,185
70.7,0.1,182.3
71,0.1,179.6
70.4,0.1,177
68.6,0.1,174.4
66.9,0.1,171.9
65.6,0.1,169.3
64.5,0.1,166.9
63.1,0.1,164.6
61.7,0.1,162.3
60.3,0.1,160
58.8,0.1,157.7
57.3,0.1,155.6
55.8,0.1,153.5
54.3,0.1,151.4
52.8,0.1,149.3
51.3,0.1,147.4
49.8,0.1,145.5
48.3,0.1,143.6
46.8,0.1,141.8
45.3,0.1,140
43.8,0.1,138.3
42.4,0.1,136.6
40.9,0.1,134.9
39.5,0.1,133.3
38,0.1,131.8
36.6,0.1,130.3
35.1,0.1,128.8
33.7,0.1,127.3
32.2,0.1,125.9
30.8,0.1,124.6
29.4,0.1,123.3
27.9,0.1,122
26.6,0.1,120.8
25.4,0.2,119.7
24.1,0.2,118.6
22.9,0.2,117.4
21.7,0.2,116.3
20.6,0.2,115.3
19.6,0.2,114.3
18.6,0.2,113.4
17.7,0.2,112.4
16.9,0.2,111.5
16.2,0.2,110.7
15.5,0.3,109.9
14.9,0.3,109.1
14.2,0.3,108.2
13.6,0.3,107.4
13.2,0.3,106.7
12.7,0.3,106
12.3,0.3,105.3
12,0.3,104.6
11.7,0.3,103.9
11.4,0.3,103.2
11,0.4,102.6
10.7,0.4,101.9
10.4,0.4,101.2
9.8,0.4,100.6
9,0.4,100
8.3,0.5,99.4
7.5,0.5,98.8
7.3,0.5,98.2
7.1,0.5,97.7
6.9,0.6,97.2
6.6,0.6,96.6
6.4,0.6,96.1
6.1,0.7,95.6
6,0.7,95.2
5.9,0.7,94.7
5.7,0.7,94.3
5.6,0.8,93.9
5.4,0.8,93.5
5.3,0.8,93.1
5.2,0.8,92.7
5.2,0.8,92.3
5.2,0.8,91.9
5.1,0.8,91.5
5.1,0.8,91.1
5.1,0.8,90.7
5.1,0.8,90.3
4.8,0.9,89.9
4.4,1,89.5
4,1.1,89.2
3.6,1.3,88.9
3.2,1.5,88.6
2.8,1.6,88.3
2.5,1.8,87.9
2.3,2.1,87.7
2,2.3,87.4
1.8,2.5,87.1
1.6,2.8,86.9
1.5,3.1,86.6
1.5,3.2,86.4
1.4,3.3,86.1
1.4,3.3,85.9
1.4,3.4,85.6
1.4,3.4,85.4
1.4,3.4,85.2
1.4,3.4,85
1.4,3.4,84.7
1.4,3.5,84.5
1.3,3.5,84.3
1.3,3.5,84
1.3,3.5,83.8
1.3,3.5,83.6
1.3,3.5,83.4
1.3,3.5,83.1
1.4,3.5,82.9
1.4,3.4,82.7
1.4,3.4,82.5
1.3,3.5,82.2
1.3,3.5,82
1.3,3.5,81.8
1.3,3.5,81.6
1.3,3.5,81.4
1.3,3.5,81.1
1.3,3.6,80.9
1.3,3.7,80.7
1.2,3.8,80.5
1.2,4.1,80.3
1,4.6,80.1
0.9,6,80
0.8,7.6,79.9
0.7,9.1,79.8
0.5,10.7,79.7
0.4,12.2,79.7
0.4,13.5,79.7
0.3,14.7,79.7
0.3,16,79.8
0.3,16.9,79.9
0.3,17.4,80
0.3,17.7,80.1
0.3,18,80.2
0.3,18.3,80.3
0.3,18.6,80.4
0.2,18.8,80.6
0.2,18.9,80.7
0.2,19,80.9
0.2,19.1,81
0.2,19.3,81.1
0.2,19.4,81.3
0.2,19.5,81.4
0.2,19.7,81.6
0.2,19.8,81.7
0.2,20,81.9
0.2,20.2,82
0.2,20.4,82.2
0.2,20.7,82.3
0.2,21,82.5
0.2,21.3,82.7
0.2,21.7,82.9
0.2,22.2,83.1
0.2,22.6,83.3
0.2,23,83.4
0.2,23.5,83.6
0.2,24,83.9
0.2,24.6,84.1
0.2,25.2,84.3
0.2,25.9,84.5
0.2,26.8,84.8
0.2,27.8,85
0.2,28.9,85.3
0.1,29.9,85.6
0.1,30.9,85.8
0.1,31.8,86.1
0.1,32.7,86.4
0.1,33.7,86.8
0.1,34.4,87.1
0.1,34.9,87.4
0.1,35.4,87.8
0.1,35.8,88.1
0.1,36.2,88.5
0.1,36.6,88.8
0.1,37.1,89.2
0.1,37.5,89.6
0.1,37.9,90
0.1,38.3,90.4
0.1,38.8,90.8
0.1,39.2,91.2
0.1,39.7,91.7
0.1,40.2,92.1
0.1,40.6,92.5
0.1,41.1,93
0.1,41.7,93.4
0.1,42.4,93.9
0.1,43,94.4
0.1,43.8,94.9
0.1,44.6,95.3
0.1,45.5,95.9
0.1,46.5,96.4
0.1,47.4,96.9
0.1,48.3,97.4
0.1,49.3,97.9
0.1,50.3,98.5
0.1,51.3,99
0.1,52.3,99.6
0.1,53.3,100.1
0.1,54.4,100.7
0.1,55.5,101.3
0.1,56.6,101.9
0.1,57.8,102.5
0.1,58.9,103.1
0.1,60,103.7
0.1,61.3,104.3
0.1,62.5,104.9
0.1,63.7,105.5
0.1,65,106.2
0.1,66.2,106.8
0.1,67.2,107.5
0.1,68.2,108.2
0.1,69.3,108.8
0.1,70.3,109.5
0.1,71,110.2
0.1,71.7,110.9
0.1,72.3,111.6
0.1,73.1,112.3
0.1,74.1,113.1
0.1,75.5,113.8
0.1,76.9,114.6
0.1,78.4,115.3
0.1,79.8,116.1
0.1,81.3,116.9
0.1,83,117.7
0.1,84.6,118.5
0.1,86.3,119.3
0.1,88,120.1
0.1,89.6,120.9
0.1,91.2,121.7
0.1,92.8,122.6
0.1,94.4,123.4
0.1,96,124.3
0.1,97.2,125.1
0.1,98.4,126
0.1,99.6,126.8
0.1,100,127.7
0.1,100,128.6
0.1,100,129.4
0.1,100,130.2
0.1,100,131.1
0.1,100,131.9
0.1,100,132.7
0.1,100,133.5
0.1,100,134.3
0.1,100,135.1
0.1,100,135.9
0.1,100,136.7
0.1,100,137.5
0.1,100,138.3
0.1,100,139.1
0.1,100,139.9
0.1,100,140.7
0.1,100,141.5
0.1,100,142.3
0.1,100,143.1
0.1,100,143.9
0.1,100,144.6
0.1,100,145.4
0.1,100,146.1
0.1,100,146.9
0.1,100,147.6
0.1,100,148.3
0.1,100,149
0.1,100,149.7
0.1,100,150.4
0.1,100,151.1
0.1,100,151.8
0.1,100,152.5
0.1,100,153.2
0.1,100,153.8
0.1,100,154.5
0.1,100,155.1
0.1,100,155.8
0.1,100,156.4
0.1,100,157
0.1,100,157.7
0.1,100,158.3
0.1,100,158.9
0.1,100,159.5
0.1,100,160.1
0.1,100,160.7
0.1,100,161.3
0.1,100,161.9
0.1,100,162.5
0.1,100,163.1
0.1,100,163.6
0.1,100,164.2
0.1,100,164.8
0.1,100,165.4
0.1,100,166
0.1,100,166.6
0.1,100,167.1
0.1,100,167.7
0.1,100,168.3
0.1,100,168.9
0.1,100,169.4
0.1,100,170
0.1,100,170.6
0.1,100,171.1
0.1,100,171.7
0.1,100,172.2
0.1,100,172.8
0.1,100,173.3
0.1,100,173.8
0.1,100,174.3
0.1,100,174.8
0.1,100,175.4
0.1,100,175.9
0.1,100,176.4
0.1,100,176.9
0.1,100,177.4
0.1,100,177.9
0.1,100,178.4
0.1,100,178.8
0.1,100,179.3
0.1,100,179.8
0.1,100,180.3
0.1,100,180.7
0.1,100,181.2
0.1,100,181.6
0.1,100,182.1
0.1,100,182.5
0.1,100,183
0.1,100,183.4
0.1,100,183.9
0.1,100,184.3
0.1,100,184.7
0.1,100,185.2
0.1,100,185.6
0.1,100,186
0.1,100,186.4
0.1,100,186.8
0.1,100,187.2
0.1,100,187.6
0.1,100,188
0.1,100,188.4
0.1,100,188.8
0.1,100,189.2
0.1,100,189.6
0.1,100,190
0.1,100,190.4
0.1,100,190.8
0.1,100,191.2
0.1,100,191.5
0.1,100,191.9
0.1,100,192.3
0.1,100,192.7
0.1,100,193.1
0.1,100,193.5
0.1,100,193.8
0.1,100,194.2
0.1,100,194.6
0.1,100,195
0.1,100,195.3
0.1,100,195.7
0.1,100,196.1
0.1,100,196.5
0.1,100,196.8
0.1,100,197.2
0.1,100,197.5
0.1,100,197.9
0.1,100,198.2
0.1,100,198.6
0.1,100,198.9
0.1,100,199.3
0.1,100,199.6
0.1,100,200
0.1,100,200.3
0.1,100,200.6
0.1,99.9,201
0.1,99.9,201.3
0.1,100,201.6
0.1,100,201.9
0.1,100,202.2
0.1,100,202.6
0.1,100,202.9
0.1,100,203.2
0.1,100,203.5
0.1,100,203.8
0.1,99.9,204.1
0.1,99.9,204.4
0.1,100,204.7
0.1,100,205
0.1,100,205.3
0.1,100,205.6
0.1,100,205.9
0.1,100,206.2
0.1,100,206.5
0.1,99.9,206.8
0.1,99.9,207
0.1,99.9,207.3
0.1,100,207.6
0.1,100,207.9
0.1,100,208.1
0.1,100,208.4
0.1,100,208.7
0.1,100,209
0.1,100,209.2
0.1,99.9,209.5
0.1,99.9,209.7
0.1,99.9,210
0.1,100,210.3
0.1,100,210.5
0.1,100,210.8
0.1,100,211
0.1,100,211.3
0.1,100,211.5
0.1,99.9,211.8
0.1,99.9,212
0.1,99.9,212.3
0.1,99.9,212.5
0.1,99.9,212.8
0.1,99.9,213
0.1,99.8,213.3
0.1,99.7,213.5
0.1,99.6,213.7
0.1,99.5,214
0.1,99,214.2
0.1,98.5,214.5
0.1,98.1,214.7
0.1,97.5,214.9
0.1,96.9,215.1
0.1,96,215.4
0.1,95,215.6
0.1,94,215.8
0.1,93,216
0.1,92,216.2
0.1,89.7,216.3
0.1,87.4,216.5
0.1,85.1,216.7
0.1,82.2,216.8
0.1,78.6,216.9
0.1,74.1,217
0.1,69.6,217
0.1,65.1,217
0.1,60.5,217.1
0.1,55.5,217
0.1,50.2,217
0.1,44.8,216.9
0.1,39.5,216.8
0.2,34.3,216.6
0.2,28.8,216.3
0.3,23.3,216.1
0.4,17.9,215.8
0.4,12.4,215.6
2,8.5,215.1
3.9,5,214.7
5.9,1.6,214.2
11.7,0.4,213.8
19.3,0.2,212.7
27.1,0.2,211
35,0.2,209.3
42.9,0.1,207.6
49.5,0.1,205.3
55.1,0.1,202.7
60.8,0.1,200.1
65.6,0.1,197.4
68,0.1,194.7
67.8,0.1,192
67.6,0.1,189.3
67.4,0.1,186.6
66.2,0.1,184
63.5,0.1,181.5
60.8,0.1,179
58.4,0.1,176.6
56.4,0.1,174.3
54.3,0.1,172.1
52.1,0.1,170
50,0.1,167.8
47.8,0.1,165.7
45.7,0.1,163.8
43.6,0.1,161.9
41.5,0.1,160
39.5,0.1,158.2
37.6,0.1,156.6
35.7,0.1,155
33.8,0.1,153.4
32,0.1,151.8
30.1,0.1,150.3
28.6,0.1,148.9
27,0.1,147.6
25.4,0.2,146.2
24.2,0.2,144.9
