pBrakeF1,rThrottlePedal,vCar
0.1,92.9,163
0.1,91.3,163.5
0.1,89.4,164
0.1,87.4,164.5
0.1,85.5,165
0.1,82.5,165.4
0.1,78.4,165.8
0.1,74.2,166.2
0.1,69.6,166.6
0.1,64.1,166.9
0.1,57.7,167.1
0.1,51.3,167.2
0.1,44.9,167.4
0.1,38.5,167.6
0.2,31.9,167.6
0.2,25.2,167.6
0.3,18.6,167.5
0.5,12,167.4
2.7,7.4,167.1
7.8,5.5,166.6
13,3.6,166.1
18.1,1.8,165.6
23.2,0.2,164.9
27.8,0.2,163.6
32.4,0.1,162.3
37,0.1,161
40,0.1,159.2
40.2,0.1,157.6
39,0.1,155.9
37.9,0.1,154.2
36.7,0.1,152.6
35.1,0.1,151
32.2,0.1,149.5
29.3,0.1,148
26.4,0.1,146.6
25.3,0.2,145.3
24.1,0.2,144.1
22.7,0.2,143
21.3,0.2,141.8
19.9,0.2,140.7
18.5,0.2,139.6
17.6,0.2,138.7
16.7,0.2,137.7
15.8,0.3,136.8
15,0.3,135.9
14.4,0.3,135
13.7,0.3,134.2
13,0.3,133.4
12.2,0.3,132.6
11.5,0.4,131.8
10.6,0.4,131.1
9.5,0.4,130.3
8.5,0.5,129.6
7.8,0.5,128.9
7.5,0.5,128.3
7.3,0.6,127.7
7.2,0.6,127.2
7,0.6,126.6
6.9,0.6,126
6.7,0.6,125.5
6.4,0.7,125
6.2,0.7,124.6
6,0.7,124.1
6.1,0.7,123.6
6.1,0.7,123.2
6,0.7,122.7
6,0.7,122.3
5.9,0.7,121.8
5.8,0.8,121.4
5.8,0.8,121
5.7,0.8,120.5
5.6,0.8,120.1
5.6,0.8,119.7
5.6,0.8,119.2
5.5,0.8,118.8
5.5,0.8,118.4
5.5,0.8,118
5.4,0.8,117.6
5.4,0.8,117.2
5.4,0.8,116.7
5.3,0.8,116.3
5.3,0.8,115.9
5.3,0.8,115.5
5.2,0.9,115.1
5.2,0.9,114.7
5.1,0.9,114.3
5.1,0.9,113.9
5,0.9,113.5
4.9,0.9,113.1
4.8,1,112.7
4.5,1,112.3
4,1.3,112
3.4,1.6,111.7
2.8,1.9,111.3
2.2,2.2,111
1.9,2.6,110.7
1.6,3.1,110.4
1.4,3.5,110.2
1.2,3.9,109.9
1.1,4.3,109.6
1.1,4.5,109.4
1,4.7,109.1
1,4.9,108.8
0.9,5.1,108.6
0.9,5.2,108.3
0.9,5.2,108.1
0.9,5.2,107.8
0.9,5.1,107.6
0.9,5.1,107.3
1,5,107.1
1,5,106.8
1,4.9,106.6
1,4.8,106.3
1,4.8,106
1,4.7,105.8
1,4.7,105.5
1,4.6,105.3
1,4.6,105
1,4.6,104.7
1.1,4.6,104.5
1.1,4.5,104.2
1.1,4.5,104
1.1,4.5,103.7
1.1,4.5,103.4
1.1,4.4,103.2
1.1,4.4,102.9
1.1,4.4,102.7
1.1,4.4,102.4
1.1,4.4,102.2
1.1,4.4,101.9
1.1,4.4,101.7
1.1,4.3,101.4
1.1,4.2,101.2
1.2,4.1,100.9
1.3,3.8,100.6
1.2,4.3,100.4
1,5,100.2
0.9,5.7,99.9
0.8,6.3,99.7
0.7,7.7,99.5
0.6,9.7,99.3
0.5,11.7,99.2
0.4,13.8,99.1
0.3,16.2,99
0.3,17.7,99.1
0.3,19.1,99.1
0.3,20.6,99.2
0.2,22,99.2
0.2,23,99.3
0.2,23.7,99.4
0.2,24.4,99.5
0.2,24.9,99.6
0.2,25.3,99.7
0.2,25.3,99.9
0.2,25.4,100
0.2,25.5,100.1
0.2,25.6,100.3
0.2,25.6,100.4
0.2,25.6,100.5
0.2,25.6,100.7
0.2,25.5,100.8
0.2,25.5,100.9
0.2,25.6,101.1
0.2,25.7,101.2
0.2,25.9,101.3
0.2,26,101.5
0.2,26.2,101.6
0.2,26.4,101.8
0.2,26.7,101.9
0.2,27,102.1
0.2,27.4,102.2
0.2,27.9,102.4
0.2,28.4,102.6
0.2,28.9,102.7
0.2,29.4,102.9
0.1,30,103.1
0.1,30.6,103.3
0.1,31.2,103.5
0.1,31.9,103.7
0.1,32.6,103.9
0.1,33.3,104.2
0.1,34,104.4
0.1,34.7,104.6
0.1,35.4,104.9
0.1,36.1,105.1
0.1,36.8,105.4
0.1,37.5,105.7
0.1,38.2,106
0.1,38.9,106.3
0.1,39.6,106.6
0.1,40.3,106.9
0.1,41,107.2
0.1,41.7,107.5
0.1,42.4,107.8
0.1,43.1,108.1
0.1,43.8,108.5
0.1,44.5,108.8
0.1,45.1,109.2
0.1,45.6,109.5
0.1,46.1,109.9
0.1,46.6,110.3
0.1,47.1,110.6
0.1,47.6,111
0.1,48.1,111.4
0.1,48.6,111.8
0.1,49,112.2
0.1,49.6,112.6
0.1,50.3,113
0.1,51,113.4
0.1,51.7,113.9
0.1,52.3,114.3
0.1,53.1,114.7
0.1,54,115.2
0.1,55,115.7
0.1,55.9,116.1
0.1,57,116.6
0.1,58.2,117.1
0.1,59.4,117.6
0.1,60.6,118.1
0.1,61.8,118.6
0.1,63,119.1
0.1,64.3,119.7
0.1,65.6,120.2
0.1,66.9,120.8
0.1,68.3,121.3
0.1,69.7,121.9
0.1,71.1,122.5
0.1,72.6,123.1
0.1,74,123.7
0.1,75.5,124.3
0.1,77,124.9
0.1,78.5,125.5
0.1,80.1,126.2
0.1,81.7,126.8
0.1,83.4,127.5
0.1,85,128.2
0.1,86.7,128.8
0.1,88.3,129.5
0.1,90,130.2
0.1,91.3,130.9
0.1,92.5,131.6
0.1,93.7,132.3
0.1,94.4,133
0.1,94.9,133.8
0.1,95.4,134.5
0.1,96,135.3
0.1,96.5,136
0.1,97,136.8
0.1,97.9,137.5
0.1,98.7,138.3
0.1,99.6,139.1
0.1,99.9,139.8
0.1,100,140.6
0.1,100,141.3
0.1,100,142.1
0.1,100,142.9
0.1,100,143.6
0.1,100,144.4
0.1,100,145.1
0.1,100,145.8
0.1,100,146.5
0.1,100,147.2
0.1,100,147.9
0.1,100,148.6
0.1,100,149.3
0.1,100,150
0.1,100,150.7
0.1,100,151.4
0.1,100,152
0.1,100,152.7
0.1,100,153.3
0.1,100,154
0.1,100,154.6
0.1,100,155.3
0.1,100,155.9
0.1,100,156.5
0.1,100,157.1
0.1,99.9,157.7
0.1,100,158.4
0.1,100,159
0.1,100,159.5
0.1,100,160.1
0.1,100,160.7
0.1,100,161.3
0.1,100,161.9
0.1,100,162.5
0.1,99.9,163
0.1,100,163.6
0.1,100,164.2
0.1,100,164.8
0.1,100,165.4
0.1,100,165.9
0.1,100,166.5
0.1,100,167.1
0.1,99.9,167.7
0.1,99.9,168.2
0.1,99.9,168.8
0.1,100,169.4
0.1,100,169.9
0.1,100,170.5
0.1,100,171
0.1,100,171.6
0.1,100,172.1
0.1,99.9,172.7
0.1,99.9,173.2
0.1,99.9,173.7
0.1,100,174.3
0.1,100,174.8
0.1,100,175.3
0.1,100,175.8
0.1,100,176.3
0.1,99.9,176.8
0.1,99.8,177.3
0.1,99.7,177.8
0.1,99.5,178.3
0.1,99.2,178.8
0.1,98.6,179.3
0.1,97.9,179.7
0.1,97.1,180.2
0.1,96.4,180.6
0.1,95.6,181.1
0.1,93.2,181.5
0.1,90.9,181.9
0.1,88.6,182.3
0.1,85.1,182.7
0.1,80.7,183
0.1,75.5,183.2
0.1,70.2,183.4
0.1,65,183.7
0.1,59.5,183.9
0.1,53,184
0.1,46.6,184.1
0.1,40.1,184.1
0.2,33.7,184.1
0.3,27,183.9
0.4,20.3,183.8
0.6,13.6,183.7
0.7,6.9,183.5
6,4.6,183.1
11.4,2.3,182.6
17,0.3,182.1
24.3,0.2,181.5
29.4,0.2,180
34.4,0.1,178.4
39.3,0.1,176.8
43.8,0.1,175.1
45.2,0.1,173.1
46.7,0.1,171
47.5,0.1,169
46.4,0.1,167.1
43.8,0.1,165.4
41.1,0.1,163.6
38.5,0.1,161.8
36,0.1,160.1
34,0.1,158.5
32,0.1,156.9
30,0.1,155.4
28.1,0.1,154
26.4,0.2,152.7
24.7,0.2,151.5
23,0.2,150.2
21.4,0.2,149
20.2,0.2,147.9
19.1,0.2,146.9
18,0.2,145.8
17.2,0.2,144.8
16.4,0.2,143.9
15.5,0.3,143
14.7,0.3,142.1
13.8,0.3,141.2
12.5,0.3,140.4
11.1,0.4,139.6
9.7,0.4,138.8
8.9,0.4,138.1
8.5,0.5,137.4
8.2,0.5,136.8
8,0.5,136.1
7.7,0.5,135.5
7.9,0.5,134.9
8.6,0.5,134.3
9.3,0.5,133.8
10.1,0.4,133.2
10.6,0.4,132.6
8.9,0.6,132.1
7.2,0.8,131.6
5.5,1,131.1
3.8,1.2,130.5
2.8,2.6,130.2
1.8,4,129.8
0.8,5.4,129.4
0.6,7,129.2
0.6,8.2,128.9
0.5,9.2,128.7
0.4,10.2,128.5
0.4,11.2,128.3
0.4,11.6,128.1
0.4,11.9,127.9
0.4,12.1,127.7
0.4,12.1,127.5
0.4,11.9,127.3
0.4,11.7,127.1
0.4,11.4,126.9
0.4,11.2,126.7
0.4,11,126.5
0.4,10.7,126.3
0.4,10.5,126.1
0.4,10.3,125.9
0.4,10.2,125.7
0.4,10,125.5
0.4,9.9,125.3
0.4,9.8,125.1
0.5,9.7,124.8
0.5,9.6,124.6
0.5,9.5,124.4
0.5,9.4,124.2
0.5,9.3,124
0.5,9.1,123.8
0.5,9,123.6
0.5,8.9,123.3
0.5,8.7,123.1
0.5,8.6,122.9
0.5,8.4,122.7
0.5,8.3,122.5
0.6,8.2,122.2
0.5,8.5,122
0.5,8.7,121.8
0.5,9,121.6
0.5,9.3,121.4
0.5,10.4,121.2
0.4,11.5,121
0.4,12.6,120.8
0.3,14.3,120.6
0.3,15.9,120.5
0.3,17.6,120.5
0.3,19.2,120.4
0.2,20.8,120.3
0.2,22.2,120.2
0.2,23.4,120.2
0.2,24.6,120.2
0.2,25.7,120.2
0.2,26.7,120.2
0.2,27.4,120.3
0.2,28.1,120.4
0.2,28.8,120.4
0.2,29.5,120.5
0.2,30.2,120.5
0.2,30.8,120.6
0.2,31.4,120.7
0.1,32.1,120.8
0.1,33,121
0.1,34.1,121.1
0.1,35.3,121.3
0.1,36.5,121.4
0.1,37.7,121.6
0.1,39.5,121.8
0.1,41.4,122
0.1,43.3,122.2
0.1,45.5,122.5
0.1,47.9,122.8
0.1,50.4,123.1
0.1,53,123.5
0.1,55.5,123.8
0.1,58,124.2
0.1,60.4,124.6
0.1,62.8,125.1
0.1,65.2,125.5
0.1,67.7,126
0.1,70.3,126.5
0.1,71.6,127.1
0.1,72.9,127.6
0.1,74.2,128.2
0.1,75.6,128.8
0.1,74.2,129.4
0.1,71.7,129.9
0.1,69.1,130.5
0.1,65.4,131
0.1,60.3,131.5
0.1,53.4,131.8
0.1,46.6,132.1
0.1,39.7,132.4
0.2,32.9,132.8
0.3,25.3,132.8
0.4,17.6,132.9
0.5,9.9,132.9
2.3,3.9,132.9
7.4,1.2,132.3
14.9,0.9,131.2
22.4,0.6,130.1
29.8,0.3,129
35.9,0.1,127.6
40,0.1,125.9
44.1,0.1,124.1
47.7,0.1,122.4
49.9,0.1,120.6
48.9,0.1,118.9
47.6,0.1,117.3
46.4,0.1,115.6
45.2,0.1,113.9
43.5,0.1,112.4
41.5,0.1,110.9
39.4,0.1,109.4
37.5,0.1,107.9
36.3,0.1,106.6
35,0.1,105.3
33.5,0.1,104.1
32,0.1,102.9
30.5,0.1,101.6
29,0.1,100.4
27.8,0.1,99.3
26.5,0.1,98.3
25.3,0.2,97.2
24,0.2,96.2
22.8,0.2,95.2
21.7,0.2,94.3
20.7,0.2,93.4
19.6,0.2,92.6
18.5,0.2,91.7
17.4,0.2,90.8
16.6,0.2,90.1
15.9,0.3,89.3
15.1,0.3,88.6
14.4,0.3,87.8
13.9,0.3,87.2
13.4,0.3,86.5
13,0.3,85.9
12.6,0.3,85.3
12.2,0.3,84.6
11.8,0.3,84
11.2,0.4,83.4
10.6,0.4,82.8
9.9,0.4,82.3
9.2,0.4,81.7
8.4,0.5,81.2
7.6,0.5,80.7
7.4,0.6,80.2
7.2,0.6,79.7
6.9,0.6,79.3
6.7,0.6,78.8
6.4,0.7,78.3
6.1,0.7,78
5.8,0.8,77.6
5.4,0.8,77.2
5,0.9,76.8
4.3,1.1,76.5
3.7,1.3,76.2
3.2,1.6,75.9
2.8,1.9,75.6
2.3,2.3,75.4
1.9,2.6,75.1
1.6,2.8,74.9
1.5,3,74.6
1.5,3.1,74.4
1.4,3.3,74.2
1.4,3.3,74
1.4,3.3,73.8
1.4,3.4,73.6
1.3,3.4,73.4
1.3,3.5,73.2
1.3,3.5,73
1.3,3.6,72.8
1.3,3.6,72.6
1.3,3.7,72.4
1.2,3.8,72.2
1.2,3.8,72
1.2,3.7,71.8
1.2,4.3,71.7
1,5.3,71.5
0.9,6.2,71.4
0.8,7.1,71.3
0.6,8.1,71.1
0.5,9.3,71.1
0.5,10.7,71
0.4,12.1,71
0.4,13.5,71
0.4,14.3,71.1
0.3,14.9,71.2
0.3,15.3,71.3
0.3,15.6,71.4
0.3,16,71.5
0.3,16.4,71.6
0.3,16.8,71.7
0.3,17.1,71.9
0.3,17.5,72.1
0.3,17.9,72.2
0.3,18.4,72.4
0.3,18.9,72.6
0.3,19.6,72.8
0.2,20.3,73
0.2,20.9,73.2
0.2,21.6,73.5
0.2,22.4,73.7
0.2,23.4,74
0.2,24.3,74.3
0.2,25.4,74.6
0.2,26.5,75
0.2,27.8,75.3
0.2,29.1,75.7
0.2,30.4,76.1
0.2,31.6,76.5
0.2,32.9,77
0.2,34.2,77.4
0.1,35.5,77.9
0.1,36.7,78.4
0.1,38.4,78.9
0.1,40,79.5
0.1,41.7,80
0.1,43.4,80.6
0.1,45,81.2
0.1,46.7,81.8
0.1,48.6,82.4
0.1,50.5,83.1
0.1,52.5,83.8
0.1,55.2,84.4
0.1,57.4,85.2
0.1,59.5,85.9
0.1,61.6,86.7
0.1,63.7,87.4
0.1,64.5,88.2
0.1,64.4,89
0.1,64.3,89.8
0.1,63.7,90.6
0.1,62.5,91.4
0.1,60.6,92.1
0.1,58.8,92.9
0.1,56.9,93.7
0.1,54.1,94.4
0.1,49.9,95
0.1,45.7,95.6
0.1,40.6,96.2
0.2,34.8,96.6
0.2,28.7,96.9
0.3,22.7,97.1
0.3,16.7,97.4
0.7,11.5,97.5
1.4,7.3,97.4
2.2,3.1,97.3
4.6,1.1,97
7.2,0.6,96.5
8.9,0.5,95.9
10.7,0.4,95.2
12.4,0.3,94.6
12.7,0.3,94
11,0.4,93.4
9.3,0.5,92.9
6.9,0.7,92.4
4.1,1.1,92
3.4,1.7,91.7
2.7,2.3,91.5
2,2.9,91.2
1.3,3.5,90.9
1.3,3.6,90.7
1.2,3.7,90.5
1.2,3.9,90.2
1.2,3.9,90
1.2,3.9,89.8
1.2,4,89.5
1.1,4,89.3
1.1,4.1,89.1
1.1,4.1,88.9
1.1,4.1,88.7
1.2,4.1,88.4
1.2,4,88.2
1.3,3.8,88
1.1,4.9,87.8
0.9,6.6,87.6
0.8,8.2,87.5
0.6,9.8,87.3
0.4,11.7,87.2
0.4,14.2,87.2
0.3,16.7,87.2
0.2,19.1,87.2
0.2,21,87.3
0.2,22.1,87.4
0.2,23,87.5
0.2,23.8,87.6
0.2,24.7,87.8
0.2,25.5,87.9
0.2,26.1,88.1
0.2,26.8,88.3
0.2,27.4,88.5
0.2,28,88.7
0.2,28.7,88.9
0.2,29.5,89.2
0.1,30.4,89.5
0.1,31.3,89.7
0.1,32.1,90
0.1,33.2,90.3
0.1,34.4,90.7
0.1,35.5,91
0.1,36.7,91.3
0.1,37.8,91.7
0.1,38.9,92.2
0.1,40,92.6
0.1,41.1,93.1
0.1,42.2,93.5
0.1,43.4,94
0.1,44.6,94.5
0.1,45.7,95
0.1,47,95.5
0.1,48.3,96
0.1,49.5,96.6
0.1,50.8,97.1
0.1,52,97.7
0.1,53.3,98.3
0.1,54.5,98.9
0.1,55.8,99.5
0.1,57,100.1
0.1,58.2,100.7
0.1,59.6,101.4
0.1,61.1,102
0.1,62.6,102.7
0.1,64,103.3
0.1,65.5,104
0.1,67,104.7
0.1,68.6,105.4
0.1,70.2,106.1
0.1,71.8,106.8
0.1,73.3,107.5
0.1,74.6,108.3
0.1,75.4,109
0.1,76.1,109.8
0.1,76.8,110.6
0.1,77.5,111.3
0.1,78.2,112.1
0.1,79.2,112.9
0.1,80.3,113.7
0.1,81.3,114.5
0.1,82.8,115.3
0.1,84.3,116.2
0.1,85.8,117
0.1,87.3,117.9
0.1,88.8,118.7
0.1,90.3,119.6
0.1,91.6,120.4
0.1,92.8,121.3
0.1,94.1,122.1
0.1,95.4,123
0.1,96.8,123.9
0.1,97.5,124.7
0.1,98.2,125.6
0.1,98.8,126.4
0.1,99.5,127.3
0.1,100,128.2
0.1,100,129
0.1,100,129.8
0.1,100,130.7
0.1,100,131.5
0.1,100,132.3
0.1,100,133.1
0.1,100,133.9
0.1,100,134.7
0.1,100,135.5
0.1,100,136.3
0.1,100,137.1
0.1,100,137.8
0.1,100,138.6
0.1,100,139.4
0.1,100,140.2
0.1,100,140.9
0.1,100,141.7
0.1,100,142.4
0.1,100,143.2
0.1,100,143.9
0.1,100,144.6
0.1,100,145.3
0.1,100,146
0.1,100,146.7
0.1,100,147.3
0.1,100,148
0.1,100,148.7
0.1,99.8,149.3
0.1,99.3,149.9
0.1,98.7,150.6
0.1,98.2,151.2
0.1,98.1,151.8
0.1,97.8,152.4
0.1,97.3,152.9
0.1,96.8,153.5
0.1,96.3,154.1
0.1,95.9,154.6
0.1,95.4,155.2
0.1,95,155.7
0.1,94.6,156.2
0.1,94.3,156.7
0.1,94.1,157.2
0.1,93.9,157.7
0.1,93.8,158.2
0.1,93.7,158.7
0.1,93.6,159.2
0.1,93.7,159.6
0.1,94,160.1
0.1,94.2,160.6
0.1,94.6,161.1
0.1,95.1,161.6
0.1,95.7,162.1
0.1,96.2,162.6
0.1,96.8,163.1
0.1,97.4,163.5
0.1,97.9,164.1
0.1,98.4,164.6
0.1,98.9,165.1
0.1,99.4,165.6
0.1,99.7,166.1
0.1,99.8,166.6
0.1,99.9,167.1
0.1,99.9,167.6
0.1,100,168.1
0.1,100,168.6
0.1,100,169.1
0.1,100,169.6
0.1,100,170
0.1,100,170.5
0.1,100,171
0.1,100,171.4
0.1,100,171.9
0.1,100,172.3
0.1,100,172.8
0.1,100,173.2
0.1,100,173.7
0.1,100,174.1
0.1,100,174.6
0.1,100,175
0.1,100,175.4
0.1,100,175.8
0.1,100,176.2
0.1,100,176.7
0.1,100,177.1
0.1,100,177.5
0.1,100,177.9
0.1,100,178.3
0.1,100,178.7
0.1,100,179.1
0.1,100,179.5
0.1,100,179.9
0.1,100,180.2
0.1,100,180.6
0.1,100,181
0.1,100,181.4
0.1,100,181.7
0.1,100,182.1
0.1,100,182.5
0.1,100,182.8
0.1,100,183.2
0.1,100,183.5
0.1,100,183.9
0.1,100,184.2
0.1,100,184.6
0.1,100,184.9
0.1,100,185.3
0.1,100,185.6
0.1,100,185.9
0.1,100,186.3
0.1,100,186.6
0.1,100,186.9
0.1,100,187.2
0.1,100,187.6
0.1,100,187.9
0.1,100,188.2
0.1,100,188.5
0.1,100,188.9
0.1,100,189.2
0.1,100,189.5
0.1,100,189.8
0.1,100,190.2
0.1,100,190.5
0.1,100,190.8
0.1,100,191.1
0.1,100,191.5
0.1,100,191.8
0.1,100,192.1
0.1,100,192.4
0.1,100,192.8
0.1,100,193.1
0.1,100,193.4
0.1,100,193.7
0.1,100,194
0.1,100,194.4
0.1,100,194.7
0.1,100,195
0.1,100,195.3
0.1,100,195.6
0.1,100,195.9
0.1,100,196.3
0.1,100,196.6
0.1,100,196.9
0.1,100,197.2
0.1,100,197.5
0.1,100,197.8
0.1,100,198.1
0.1,100,198.4
0.1,100,198.7
0.1,100,199
0.1,100,199.3
0.1,100,199.6
0.1,100,199.9
0.1,100,200.2
0.1,100,200.5
0.1,100,200.8
0.1,100,201.1
0.1,100,201.4
0.1,100,201.7
0.1,100,202
0.1,100,202.3
0.1,100,202.6
0.1,100,202.9
0.1,100,203.2
0.1,100,203.5
0.1,100,203.8
0.1,100,204.1
0.1,100,204.4
0.1,100,204.7
0.1,100,205
0.1,100,205.3
0.1,100,205.6
0.1,100,205.9
0.1,100,206.2
0.1,100,206.5
0.1,100,206.8
0.1,100,207
0.1,100,207.3
0.1,100,207.6
0.1,100,207.9
0.1,100,208.2
0.1,100,208.5
0.1,100,208.8
0.1,100,209
0.1,100,209.3
0.1,100,209.6
0.1,100,209.9
0.1,100,210.1
0.1,100,210.4
0.1,100,210.7
0.1,100,210.9
0.1,100,211.2
0.1,100,211.5
0.1,100,211.7
0.1,100,212
0.1,100,212.3
0.1,100,212.5
0.1,100,212.8
0.1,100,213.1
0.1,100,213.3
0.1,100,213.6
0.1,100,213.8
0.1,100,214.1
0.1,100,214.3
0.1,100,214.6
0.1,100,214.9
0.1,100,215.1
0.1,100,215.4
0.1,100,215.6
0.1,100,215.9
0.1,100,216.1
0.1,100,216.4
0.1,100,216.6
0.1,100,216.9
0.1,100,217.1
0.1,100,217.3
0.1,100,217.6
0.1,100,217.8
0.1,100,218.1
0.1,100,218.3
0.1,100,218.5
0.1,100,218.8
0.1,100,219
0.1,100,219.2
0.1,100,219.5
0.1,100,219.7
0.1,100,219.9
0.1,100,220.1
0.1,100,220.4
0.1,100,220.6
0.1,100,220.8
0.1,100,221
0.1,100,221.2
0.1,100,221.4
0.1,100,221.6
0.1,100,221.9
0.1,100,222.1
0.1,100,222.3
0.1,100,222.5
0.1,100,222.7
0.1,100,222.9
0.1,100,223.1
0.1,100,223.3
0.1,100,223.5
0.1,100,223.7
0.1,100,223.9
0.1,100,224.1
0.1,100,224.3
0.1,100,224.4
0.1,100,224.6
0.1,100,224.8
0.1,100,225
0.1,100,225.2
0.1,100,225.4
0.1,100,225.6
0.1,100,225.7
0.1,100,225.9
0.1,100,226.1
0.1,100,226.3
0.1,100,226.5
0.1,100,226.6
0.1,100,226.8
0.1,100,227
0.1,100,227.1
0.1,100,227.3
0.1,100,227.5
0.1,100,227.6
0.1,100,227.8
0.1,100,228
0.1,100,228.1
0.1,100,228.3
0.1,100,228.5
0.1,100,228.6
0.1,100,228.8
0.1,100,228.9
0.1,100,229.1
0.1,100,229.3
0.1,100,229.4
0.1,100,229.6
0.1,100,229.7
0.1,100,229.9
0.1,100,230
0.1,100,230.2
0.1,100,230.3
0.1,100,230.5
0.1,100,230.6
0.1,100,230.8
0.1,100,230.9
0.1,100,231
0.1,100,231.2